what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386162939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386175437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386179904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386187120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386187428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386191844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386197323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386202310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386202610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386215345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386220506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386225435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386225438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386237170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386241587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386263504
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350386263518
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1350386263724
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1350386263844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386268750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350386279292
