what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350381128197
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1350381134498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350381138262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350381388595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350381391885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350381400756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350381407584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350381408731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350382073355
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350382073370
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1350382073637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350382079694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350382456701
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1350382458203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350382460393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350382464235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1350382469046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1350382471465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350382473439
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350382482093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350382484032
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350382489482
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350382490090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350382491162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350382492480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350383290769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350383292933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350383293480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350383315902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350383320836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350383383567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350383385748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350383390131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350384113646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350384122641
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1350384122881
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1350384123005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350384165929
